Date,Ticker,Volume,VolumeSpike
1984-09-30,AAPL,2546880223.0,False
1984-10-31,AAPL,4228540237.0,False
1984-11-30,AAPL,3999494688.0,False
1984-12-31,AAPL,4100326793.0,False
1985-01-31,AAPL,7555493101.0,False
1985-02-28,AAPL,5617459547.0,False
1985-03-31,AAPL,5477655971.0,False
1985-04-30,AAPL,3403700279.0,False
1985-05-31,AAPL,5505595267.0,False
1985-06-30,AAPL,6896801508.0,False
1985-07-31,AAPL,3086317045.0,False
1985-08-31,AAPL,2158438890.0,False
1985-09-30,AAPL,2141053087.0,False
1985-10-31,AAPL,4493021212.0,False
1985-11-30,AAPL,3423451904.0,False
1985-12-31,AAPL,4238216353.0,False
1986-01-31,AAPL,7466942590.0,False
1986-02-28,AAPL,4059786230.0,False
1986-03-31,AAPL,5060796452.0,False
1986-04-30,AAPL,5296195759.0,False
1986-05-31,AAPL,5879335985.0,False
1986-06-30,AAPL,4822287526.0,False
1986-07-31,AAPL,6754684868.0,False
1986-08-31,AAPL,4324028731.0,False
1986-09-30,AAPL,4246510777.0,False
1986-10-31,AAPL,3541377500.0,False
1986-11-30,AAPL,6178535893.0,False
1986-12-31,AAPL,5652098331.0,False
1987-01-31,AAPL,9813328445.0,False
1987-02-28,AAPL,7851901586.0,False
1987-03-31,AAPL,7072360437.0,False
1987-04-30,AAPL,8085678825.0,False
1987-05-31,AAPL,4555971640.0,False
1987-06-30,AAPL,4150782462.0,False
1987-07-31,AAPL,3643697866.0,False
1987-08-31,AAPL,3701903100.0,False
1987-09-30,AAPL,3649905243.0,False
1987-10-31,AAPL,7803864613.0,False
1987-11-30,AAPL,5025081459.0,False
1987-12-31,AAPL,5580521613.0,False
1988-01-31,AAPL,7383629137.0,False
1988-02-29,AAPL,3997607035.0,False
1988-03-31,AAPL,5793949087.0,False
1988-04-30,AAPL,3913895136.0,False
1988-05-31,AAPL,3131310159.0,False
1988-06-30,AAPL,4194924783.0,False
1988-07-31,AAPL,2594783964.0,False
1988-08-31,AAPL,3148881949.0,False
1988-09-30,AAPL,3631908306.0,False
1988-10-31,AAPL,4229244380.0,False
1988-11-30,AAPL,3488954028.0,False
1988-12-31,AAPL,3496318174.0,False
1989-01-31,AAPL,8717839532.0,False
1989-02-28,AAPL,5798893744.0,False
1989-03-31,AAPL,4580561694.0,False
1989-04-30,AAPL,4707246038.0,False
1989-05-31,AAPL,6234574212.0,False
1989-06-30,AAPL,4677405914.0,False
1989-07-31,AAPL,4377568348.0,False
1989-08-31,AAPL,3978427126.0,False
1989-09-30,AAPL,2398290239.0,False
1989-10-31,AAPL,4895499204.0,False
1989-11-30,AAPL,2996530600.0,False
1989-12-31,AAPL,7050840957.0,False
1990-01-31,AAPL,4447430295.0,False
1990-02-28,AAPL,2947815881.0,False
1990-03-31,AAPL,5407501669.0,False
1990-04-30,AAPL,4322792549.0,False
1990-05-31,AAPL,4884320470.0,False
1990-06-30,AAPL,4690192908.0,False
1990-07-31,AAPL,4941502229.0,False
1990-08-31,AAPL,3712629443.0,False
1990-09-30,AAPL,2619147951.0,False
1990-10-31,AAPL,6000464627.0,False
1990-11-30,AAPL,3862482047.0,False
1990-12-31,AAPL,4858760452.0,False
1991-01-31,AAPL,8351688825.0,False
1991-02-28,AAPL,6581584846.0,False
1991-03-31,AAPL,6183799571.0,False
1991-04-30,AAPL,8595860378.0,False
1991-05-31,AAPL,9461957878.0,False
1991-06-30,AAPL,4855875765.0,False
1991-07-31,AAPL,4490150367.0,False
1991-08-31,AAPL,4951989384.0,False
1991-09-30,AAPL,2840032182.0,False
1991-10-31,AAPL,4265252077.0,False
1991-11-30,AAPL,4386354133.0,False
1991-12-31,AAPL,3094119418.0,False
1992-01-31,AAPL,5581585016.0,False
1992-02-29,AAPL,3008466904.0,False
1992-03-31,AAPL,3543304610.0,False
1992-04-30,AAPL,4665669362.0,False
1992-05-31,AAPL,3208708537.0,False
1992-06-30,AAPL,5757848177.0,False
1992-07-31,AAPL,4311321748.0,False
1992-08-31,AAPL,3259510174.0,False
1992-09-30,AAPL,3626378814.0,False
1992-10-31,AAPL,4191003732.0,False
1992-11-30,AAPL,3710502993.0,False
1992-12-31,AAPL,3957080524.0,False
1993-01-31,AAPL,6577411275.0,False
1993-02-28,AAPL,5520017028.0,False
1993-03-31,AAPL,4345402014.0,False
1993-04-30,AAPL,4645519002.0,False
1993-05-31,AAPL,3798322285.0,False
1993-06-30,AAPL,9107769682.0,False
1993-07-31,AAPL,8477017746.0,False
1993-08-31,AAPL,4371081908.0,False
1993-09-30,AAPL,4353111412.0,False
1993-10-31,AAPL,7008280168.0,False
1993-11-30,AAPL,4096871021.0,False
1993-12-31,AAPL,4696028202.0,False
1994-01-31,AAPL,8701464132.0,False
1994-02-28,AAPL,5084682249.0,False
1994-03-31,AAPL,6240037341.0,False
1994-04-30,AAPL,4797099263.0,False
1994-05-31,AAPL,3989525855.0,False
1994-06-30,AAPL,5544354337.0,False
1994-07-31,AAPL,5753555074.0,False
1994-08-31,AAPL,5429366664.0,False
1994-09-30,AAPL,3836416758.0,False
1994-10-31,AAPL,9154158368.0,False
1994-11-30,AAPL,4805181031.0,False
1994-12-31,AAPL,4495254401.0,False
1995-01-31,AAPL,9686563881.0,False
1995-02-28,AAPL,6289124015.0,False
1995-03-31,AAPL,8304024085.0,False
1995-04-30,AAPL,6734109107.0,False
1995-05-31,AAPL,7577158653.0,False
1995-06-30,AAPL,6553299800.0,False
1995-07-31,AAPL,6764108679.0,False
1995-08-31,AAPL,6281494537.0,False
1995-09-30,AAPL,8677073417.0,False
1995-10-31,AAPL,7712257156.0,False
1995-11-30,AAPL,5772814998.0,False
1995-12-31,AAPL,7785521962.0,False
1996-01-31,AAPL,12224020099.0,False
1996-02-29,AAPL,5520987556.0,False
1996-03-31,AAPL,3971834386.0,False
1996-04-30,AAPL,3402570528.0,False
1996-05-31,AAPL,4277015224.0,False
1996-06-30,AAPL,5546906331.0,False
1996-07-31,AAPL,5700653522.0,False
1996-08-31,AAPL,3782691231.0,False
1996-09-30,AAPL,3813754175.0,False
1996-10-31,AAPL,6903434168.0,False
1996-11-30,AAPL,3063494960.0,False
1996-12-31,AAPL,4922122427.0,False
1997-01-31,AAPL,10767285126.0,False
1997-02-28,AAPL,5428502643.0,False
1997-03-31,AAPL,5343142476.0,False
1997-04-30,AAPL,4521279862.0,False
1997-05-31,AAPL,2720923903.0,False
1997-06-30,AAPL,3052742073.0,False
1997-07-31,AAPL,8049139467.0,False
1997-08-31,AAPL,20977056678.0,True
1997-09-30,AAPL,4279594081.0,False
1997-10-31,AAPL,7631004067.0,False
1997-11-30,AAPL,6583605364.0,False
1997-12-31,AAPL,6049923821.0,False
1998-01-31,AAPL,12118828201.0,False
1998-02-28,AAPL,8727728930.0,False
1998-03-31,AAPL,12610627171.0,False
1998-04-30,AAPL,9591367681.0,False
1998-05-31,AAPL,8074021707.0,False
1998-06-30,AAPL,4640095789.0,False
1998-07-31,AAPL,12968656827.0,False
1998-08-31,AAPL,15690178908.0,False
1998-09-30,AAPL,9589506825.0,False
1998-10-31,AAPL,15346078724.0,False
1998-11-30,AAPL,12014327854.0,False
1998-12-31,AAPL,15337984572.0,False
1999-01-31,AAPL,17952799277.0,True
1999-02-28,AAPL,9632466159.0,False
1999-03-31,AAPL,11810762862.0,False
1999-04-30,AAPL,18856606013.0,True
1999-05-31,AAPL,10572851761.0,False
1999-06-30,AAPL,8210834974.0,False
1999-07-31,AAPL,13608234713.0,False
1999-08-31,AAPL,10971248647.0,False
1999-09-30,AAPL,22510086944.0,True
1999-10-31,AAPL,17170825830.0,True
1999-11-30,AAPL,9958302620.0,False
1999-12-31,AAPL,11177286198.0,False
2000-01-31,AAPL,14900150414.0,False
2000-02-29,AAPL,8686922985.0,False
2000-03-31,AAPL,10322978227.0,False
2000-04-30,AAPL,10280311314.0,False
2000-05-31,AAPL,11639576865.0,False
2000-06-30,AAPL,9619041233.0,False
2000-07-31,AAPL,6820114228.0,False
2000-08-31,AAPL,6688757295.0,False
2000-09-30,AAPL,17228305992.0,True
2000-10-31,AAPL,25997206857.0,True
2000-11-30,AAPL,10073775571.0,False
2000-12-31,AAPL,10513589913.0,False
2001-01-31,AAPL,16270023189.0,True
2001-02-28,AAPL,8335618757.0,False
2001-03-31,AAPL,12816039733.0,False
2001-04-30,AAPL,13243193424.0,False
2001-05-31,AAPL,8863338861.0,False
2001-06-30,AAPL,9064890211.0,False
2001-07-31,AAPL,10271645022.0,False
2001-08-31,AAPL,6087386930.0,False
2001-09-30,AAPL,6564664413.0,False
2001-10-31,AAPL,8953311698.0,False
2001-11-30,AAPL,6372670188.0,False
2001-12-31,AAPL,5494569867.0,False
2002-01-31,AAPL,10105822540.0,False
2002-02-28,AAPL,9301246023.0,False
2002-03-31,AAPL,6311952666.0,False
2002-04-30,AAPL,7622450583.0,False
2002-05-31,AAPL,7092344760.0,False
2002-06-30,AAPL,10334442471.0,False
2002-07-31,AAPL,9634719122.0,False
2002-08-31,AAPL,6113884152.0,False
2002-09-30,AAPL,6280211843.0,False
2002-10-31,AAPL,7846272410.0,False
2002-11-30,AAPL,5378126237.0,False
2002-12-31,AAPL,5376604589.0,False
2003-01-31,AAPL,7175033435.0,False
2003-02-28,AAPL,4882745551.0,False
2003-03-31,AAPL,4780803600.0,False
2003-04-30,AAPL,9254139407.0,False
2003-05-31,AAPL,12851932555.0,False
2003-06-30,AAPL,7262077649.0,False
2003-07-31,AAPL,6184163989.0,False
2003-08-31,AAPL,5111929598.0,False
2003-09-30,AAPL,6354511783.0,False
2003-10-31,AAPL,8357407790.0,False
2003-11-30,AAPL,5909843297.0,False
2003-12-31,AAPL,6491322704.0,False
2004-01-31,AAPL,9408437110.0,False
2004-02-29,AAPL,5841308915.0,False
2004-03-31,AAPL,13774078198.0,False
2004-04-30,AAPL,10588022190.0,False
2004-05-31,AAPL,6294140253.0,False
2004-06-30,AAPL,9764525125.0,False
2004-07-31,AAPL,11509656929.0,False
2004-08-31,AAPL,9509925997.0,False
2004-09-30,AAPL,9110776454.0,False
2004-10-31,AAPL,19133476224.0,True
2004-11-30,AAPL,20706535594.0,True
2004-12-31,AAPL,18974204754.0,True
2005-01-31,AAPL,30598490704.0,True
2005-02-28,AAPL,25486630939.0,True
2005-03-31,AAPL,17437656706.0,True
2005-04-30,AAPL,23081870494.0,True
2005-05-31,AAPL,15317079749.0,False
2005-06-30,AAPL,13490950899.0,False
2005-07-31,AAPL,12099486283.0,False
2005-08-31,AAPL,11215375984.0,False
2005-09-30,AAPL,14637631999.0,False
2005-10-31,AAPL,22111738779.0,True
2005-11-30,AAPL,15951306139.0,False
2005-12-31,AAPL,15470174797.0,False
2006-01-31,AAPL,25931966159.0,True
2006-02-28,AAPL,22240544588.0,True
2006-03-31,AAPL,27492230982.0,True
2006-04-30,AAPL,23851670248.0,True
2006-05-31,AAPL,18504721317.0,True
2006-06-30,AAPL,21273342268.0,True
2006-07-31,AAPL,20740901337.0,True
2006-08-31,AAPL,21216600092.0,True
2006-09-30,AAPL,21029298792.0,True
2006-10-31,AAPL,17048217538.0,True
2006-11-30,AAPL,16407530882.0,True
2006-12-31,AAPL,20047267058.0,True
2007-01-31,AAPL,32231571486.0,True
2007-02-28,AAPL,16281765852.0,True
2007-03-31,AAPL,18889676740.0,True
2007-04-30,AAPL,15977292622.0,False
2007-05-31,AAPL,20606680235.0,True
2007-06-30,AAPL,27619751638.0,True
2007-07-31,AAPL,28482811208.0,True
2007-08-31,AAPL,28860435370.0,True
2007-09-30,AAPL,24791622884.0,True
2007-10-31,AAPL,27497479451.0,True
2007-11-30,AAPL,31055426996.0,True
2007-12-31,AAPL,20440179378.0,True
2008-01-31,AAPL,41651779562.0,True
2008-02-29,AAPL,29442850707.0,True
2008-03-31,AAPL,27199366219.0,True
2008-04-30,AAPL,27013851050.0,True
2008-05-31,AAPL,21492463884.0,True
2008-06-30,AAPL,23093441522.0,True
2008-07-31,AAPL,23309841076.0,True
2008-08-31,AAPL,15520904231.0,False
2008-09-30,AAPL,28538936475.0,True
2008-10-31,AAPL,48957301585.0,True
2008-11-30,AAPL,28025681904.0,True
2008-12-31,AAPL,23981229559.0,True
2009-01-31,AAPL,21371703885.0,True
2009-02-28,AAPL,16171626789.0,True
2009-03-31,AAPL,18288387410.0,True
2009-04-30,AAPL,13988167043.0,False
2009-05-31,AAPL,11200245293.0,False
2009-06-30,AAPL,15001981130.0,False
2009-07-31,AAPL,12935620912.0,False
2009-08-31,AAPL,9667099256.0,False
2009-09-30,AAPL,11821941880.0,False
2009-10-31,AAPL,15300685134.0,False
2009-11-30,AAPL,9997180930.0,False
2009-12-31,AAPL,13484001282.0,False
2010-01-31,AAPL,17935305488.0,True
2010-02-28,AAPL,12754559768.0,False
2010-03-31,AAPL,14383745696.0,False
2010-04-30,AAPL,14630480326.0,False
2010-05-31,AAPL,21414708486.0,True
2010-06-30,AAPL,19720716593.0,True
2010-07-31,AAPL,18543130217.0,True
2010-08-31,AAPL,11358043717.0,False
2010-09-30,AAPL,14038941674.0,False
2010-10-31,AAPL,14424455358.0,False
2010-11-30,AAPL,11252091702.0,False
2010-12-31,AAPL,8254523097.0,False
2011-01-31,AAPL,12818406430.0,False
2011-02-28,AAPL,11003594001.0,False
2011-03-31,AAPL,13396977937.0,False
2011-04-30,AAPL,10941275235.0,False
2011-05-31,AAPL,8194447119.0,False
2011-06-30,AAPL,10974909896.0,False
2011-07-31,AAPL,12608207762.0,False
2011-08-31,AAPL,19078277604.0,True
2011-09-30,AAPL,14189186631.0,False
2011-10-31,AAPL,15553754532.0,False
2011-11-30,AAPL,10629141605.0,False
2011-12-31,AAPL,7469117396.0,False
2012-01-31,AAPL,8133448853.0,False
2012-02-29,AAPL,13482026899.0,False
2012-03-31,AAPL,18315778065.0,True
2012-04-30,AAPL,18275883116.0,True
2012-05-31,AAPL,13037793172.0,False
2012-06-30,AAPL,9258700360.0,False
2012-07-31,AAPL,10564929302.0,False
2012-08-31,AAPL,9777507315.0,False
2012-09-30,AAPL,10864016831.0,False
2012-10-31,AAPL,14341179521.0,False
2012-11-30,AAPL,15213158902.0,False
2012-12-31,AAPL,14258243330.0,False
2013-01-31,AAPL,15422493897.0,False
2013-02-28,AAPL,10934057946.0,False
2013-03-31,AAPL,10730729632.0,False
2013-04-30,AAPL,12812875705.0,False
2013-05-31,AAPL,10996189787.0,False
2013-06-30,AAPL,8156180408.0,False
2013-07-31,AAPL,7594096981.0,False
2013-08-31,AAPL,9304084556.0,False
